LED Item ,M365L2-C1,,,M365LP1-C1,,,M385L2-C1,,,M385LP1-C1,,,M405L3-C1,,,M405LP1-C1,,,M455L3-C1,,,M470L3-C1,,,M505L3-C1,,,M530L3-C1,,,M590L3-C1,,,M617L3-C1,,,M625L3-C1,,,M660L4-C1,,,M730L4-C1,,,M780L3-C1,,,M810L3-C1,,,M850L3-C1,,,M940L3-C1,,,MCWHL5-C1,
Approximate Total Beam Power with Collimation Adapter for Olympus BX and IX Microscopes (mW),120,,,505,,,170,,,795,,,665,,,750,,,500,,,350,,,210,,,170,,,80,,,320,,,380,,,590,,,240,,,210,,,245,,,480,,,430,,,440,
Scaling Constant,1.23E+01,,,3.76E+01,,,1.35E+01,,,5.92E+01,,,2.90E+01,,,4.58E+01,,,2.08E+01,,,1.66E+01,,,5.49E+00,,,4.09E+00,,,5.38E+00,,,1.74E+01,,,1.98E+01,,,2.31E+01,,,5.82E+00,,,5.61E+00,,,6.73E+00,,,1.39E+01,,,5.87E+00,,,8.26E+00,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,349.70163,3.07E-03,,254.8321441,-2.20E-02,,349.70163,0.00E+00,,254.8321441,0.00E+00,,255.17433,0.00E+00,,254.8321441,0.00E+00,,349.60483,1.81E-04,,249.12,-2.55E-02,,349.70163,2.78E-03,,249.12,-1.99E-03,,249.12,-2.91E-04,,349.60483,1.72E-04,,349.60483,1.03E-04,,254.83214,0.00E+00,,254.8321441,0.00E+00,,540.18154,2.76E-03,,254.8321441,0.00E+00,,538.99017,1.39E-04,,540.18154,2.23E-02,,254.83214,0.00E+00
,349.81514,2.22E-03,,255.0385141,1.20E-02,,349.81514,0.00E+00,,255.0385141,0.00E+00,,255.38153,0.00E+00,,255.0385141,0.00E+00,,349.71514,1.73E-04,,249.33,-2.04E-02,,349.81514,1.49E-02,,249.33,3.85E-04,,249.33,1.98E-03,,349.71514,1.63E-04,,349.71514,8.46E-05,,255.03851,0.00E+00,,255.0385141,0.00E+00,,540.33745,2.28E-02,,255.0385141,0.00E+00,,539.14705,9.28E-05,,540.33745,2.09E-02,,255.03851,0.00E+00
,349.92864,0.00E+00,,255.2449018,-8.43E-03,,349.92864,0.00E+00,,255.2449018,0.00E+00,,255.58875,0.00E+00,,255.2449018,0.00E+00,,349.82545,1.76E-04,,249.54,-1.82E-02,,349.92864,3.71E-03,,249.54,-3.05E-03,,249.54,-5.89E-03,,349.82545,1.75E-04,,349.82545,1.52E-04,,255.2449,0.00E+00,,255.2449018,0.00E+00,,540.49338,1.32E-02,,255.2449018,0.00E+00,,539.30394,1.39E-04,,540.49338,2.19E-02,,255.2449,0.00E+00
,350.04215,0.00E+00,,255.4513072,4.85E-03,,350.04215,0.00E+00,,255.4513072,0.00E+00,,255.79599,0.00E+00,,255.4513072,0.00E+00,,349.93577,1.63E-04,,249.74,1.32E-02,,350.04215,1.51E-03,,249.74,1.18E-03,,249.74,3.38E-03,,349.93577,1.72E-04,,349.93577,1.58E-04,,255.45131,0.00E+00,,255.4513072,0.00E+00,,540.64931,1.15E-02,,255.4513072,0.00E+00,,539.46084,0.00E+00,,540.64931,2.06E-02,,255.45131,0.00E+00
,350.15564,7.73E-03,,255.6577304,4.20E-03,,350.15564,2.58E-03,,255.6577304,0.00E+00,,256.00325,0.00E+00,,255.6577304,0.00E+00,,350.0461,1.85E-04,,249.95,9.24E-03,,350.15564,1.53E-03,,249.95,-2.78E-03,,249.95,-1.04E-02,,350.0461,1.85E-04,,350.0461,1.75E-04,,255.65773,0.00E+00,,255.6577304,0.00E+00,,540.80525,9.98E-03,,255.6577304,0.00E+00,,539.61775,4.17E-04,,540.80525,2.19E-02,,255.65773,0.00E+00
,350.26914,0.00E+00,,255.8641712,5.11E-02,,350.26914,0.00E+00,,255.8641712,0.00E+00,,256.21052,0.00E+00,,255.8641712,0.00E+00,,350.15643,1.81E-04,,250.16,2.71E-02,,350.26914,1.40E-02,,250.16,-8.59E-03,,250.16,-6.41E-04,,350.15643,1.67E-04,,350.15643,1.77E-04,,255.86417,0.00E+00,,255.8641712,0.00E+00,,540.9612,1.30E-02,,255.8641712,0.00E+00,,539.77466,0.00E+00,,540.9612,2.11E-02,,255.86417,0.00E+00
,350.38263,3.73E-03,,256.0706298,-2.49E-02,,350.38263,1.41E-02,,256.0706298,0.00E+00,,256.4178,0.00E+00,,256.0706298,0.00E+00,,350.26677,1.91E-04,,250.36,-2.60E-02,,350.38263,3.24E-03,,250.36,-1.28E-02,,250.36,-1.24E-02,,350.26677,1.65E-04,,350.26677,1.56E-04,,256.07063,0.00E+00,,256.0706298,0.00E+00,,541.11716,1.52E-02,,256.0706298,0.00E+00,,539.93157,4.17E-04,,541.11716,2.23E-02,,256.07063,0.00E+00
,350.49612,1.16E-02,,256.2771061,-8.76E-03,,350.49612,0.00E+00,,256.2771061,0.00E+00,,256.62511,0.00E+00,,256.2771061,0.00E+00,,350.37711,1.80E-04,,250.57,1.37E-02,,350.49612,6.20E-03,,250.57,-2.65E-03,,250.57,4.78E-03,,350.37711,1.49E-04,,350.37711,1.31E-04,,256.27711,0.00E+00,,256.2771061,0.00E+00,,541.27312,2.15E-02,,256.2771061,0.00E+00,,540.0885,0.00E+00,,541.27312,2.10E-02,,256.27711,0.00E+00
,350.60961,5.29E-03,,256.4836,-2.28E-03,,350.60961,0.00E+00,,256.4836,0.00E+00,,256.83243,0.00E+00,,256.4836,0.00E+00,,350.48746,1.81E-04,,250.78,-2.10E-02,,350.60961,8.67E-03,,250.78,-1.16E-02,,250.78,-9.04E-03,,350.48746,1.66E-04,,350.48746,8.87E-05,,256.4836,0.00E+00,,256.4836,0.00E+00,,541.4291,1.47E-02,,256.4836,0.00E+00,,540.24543,4.17E-04,,541.4291,2.20E-02,,256.4836,0.00E+00
,350.7231,8.22E-03,,256.6901117,2.49E-02,,350.7231,0.00E+00,,256.6901117,0.00E+00,,257.03976,0.00E+00,,256.6901117,0.00E+00,,350.59782,1.65E-04,,250.99,4.95E-02,,350.7231,3.22E-03,,250.99,-6.88E-03,,250.99,-7.46E-03,,350.59782,1.80E-04,,350.59782,1.16E-04,,256.69011,0.00E+00,,256.6901117,0.00E+00,,541.58508,1.84E-02,,256.6901117,0.00E+00,,540.40237,3.71E-04,,541.58508,2.09E-02,,256.69011,0.00E+00
,350.83658,1.33E-02,,256.8966411,-1.65E-02,,350.83658,7.74E-03,,256.8966411,0.00E+00,,257.24711,0.00E+00,,256.8966411,0.00E+00,,350.70818,1.73E-04,,251.19,-1.93E-02,,350.83658,0.00E+00,,251.19,-1.33E-03,,251.19,-9.91E-03,,350.70818,2.13E-04,,350.70818,9.50E-05,,256.89664,0.00E+00,,256.8966411,0.00E+00,,541.74107,1.93E-02,,256.8966411,0.00E+00,,540.55932,1.39E-04,,541.74107,2.21E-02,,256.89664,0.00E+00
,350.95006,0.00E+00,,257.1031881,7.89E-04,,350.95006,0.00E+00,,257.1031881,0.00E+00,,257.45448,0.00E+00,,257.1031881,0.00E+00,,350.81855,1.78E-04,,251.4,-8.40E-04,,350.95006,1.51E-03,,251.4,-2.75E-04,,251.4,1.06E-02,,350.81855,2.03E-04,,350.81855,1.16E-04,,257.10319,0.00E+00,,257.1031881,0.00E+00,,541.89707,1.47E-02,,257.1031881,0.00E+00,,540.71627,0.00E+00,,541.89707,2.09E-02,,257.10319,0.00E+00
,351.06354,4.18E-03,,257.3097529,-3.63E-02,,351.06354,4.46E-03,,257.3097529,0.00E+00,,257.66187,0.00E+00,,257.3097529,0.00E+00,,350.92892,1.78E-04,,251.61,-2.27E-02,,351.06354,9.00E-03,,251.61,-1.99E-03,,251.61,-1.87E-03,,350.92892,1.97E-04,,350.92892,1.27E-04,,257.30975,0.00E+00,,257.3097529,0.00E+00,,542.05308,1.01E-02,,257.3097529,0.00E+00,,540.87323,0.00E+00,,542.05308,2.24E-02,,257.30975,0.00E+00
,351.17702,8.67E-03,,257.5163353,1.36E-03,,351.17702,1.88E-03,,257.5163353,0.00E+00,,257.86927,0.00E+00,,257.5163353,0.00E+00,,351.0393,1.67E-04,,251.81,2.38E-02,,351.17702,2.60E-03,,251.81,5.80E-03,,251.81,9.68E-03,,351.0393,1.64E-04,,351.0393,1.37E-04,,257.51634,0.00E+00,,257.5163353,0.00E+00,,542.2091,2.30E-02,,257.5163353,0.00E+00,,541.0302,3.71E-04,,542.2091,2.11E-02,,257.51634,0.00E+00
,351.29049,5.51E-03,,257.7229354,3.97E-03,,351.29049,1.17E-02,,257.7229354,0.00E+00,,258.07669,0.00E+00,,257.7229354,0.00E+00,,351.14969,1.66E-04,,252.02,-1.43E-02,,351.29049,3.55E-03,,252.02,-6.71E-04,,252.02,-6.24E-03,,351.14969,1.75E-04,,351.14969,1.27E-04,,257.72294,0.00E+00,,257.7229354,0.00E+00,,542.36513,1.56E-02,,257.7229354,0.00E+00,,541.18718,0.00E+00,,542.36513,2.19E-02,,257.72294,0.00E+00
,351.40396,1.22E-02,,257.9295532,-2.82E-02,,351.40396,1.94E-02,,257.9295532,0.00E+00,,258.28412,0.00E+00,,257.9295532,0.00E+00,,351.26008,1.77E-04,,252.23,-1.15E-02,,351.40396,1.24E-02,,252.23,7.91E-03,,252.23,1.07E-02,,351.26008,1.69E-04,,351.26008,1.14E-04,,257.92955,0.00E+00,,257.9295532,0.00E+00,,542.52116,1.21E-02,,257.9295532,0.00E+00,,541.34416,9.28E-05,,542.52116,2.02E-02,,257.92955,0.00E+00
,351.51743,1.11E-02,,258.1361887,1.72E-02,,351.51743,5.63E-03,,258.1361887,0.00E+00,,258.49157,0.00E+00,,258.1361887,0.00E+00,,351.37047,1.92E-04,,252.44,3.64E-03,,351.51743,3.55E-03,,252.44,-5.69E-03,,252.44,6.53E-03,,351.37047,1.93E-04,,351.37047,1.27E-04,,258.13619,0.00E+00,,258.1361887,0.00E+00,,542.6772,8.97E-03,,258.1361887,0.00E+00,,541.50115,1.39E-04,,542.6772,2.09E-02,,258.13619,0.00E+00
,351.63089,7.11E-03,,258.3428418,-1.23E-02,,351.63089,0.00E+00,,258.3428418,0.00E+00,,258.69903,0.00E+00,,258.3428418,0.00E+00,,351.48088,1.91E-04,,252.64,9.24E-03,,351.63089,5.24E-03,,252.64,-4.24E-03,,252.64,9.33E-04,,351.48088,1.67E-04,,351.48088,1.01E-04,,258.34284,0.00E+00,,258.3428418,0.00E+00,,542.83325,1.19E-02,,258.3428418,0.00E+00,,541.65815,6.49E-04,,542.83325,2.00E-02,,258.34284,0.00E+00
,351.74436,1.04E-02,,258.5495126,-9.59E-04,,351.74436,0.00E+00,,258.5495126,0.00E+00,,258.90652,0.00E+00,,258.5495126,0.00E+00,,351.59128,1.81E-04,,252.85,-2.10E-02,,351.74436,2.62E-03,,252.85,-1.16E-02,,252.85,1.46E-03,,351.59128,1.74E-04,,351.59128,1.08E-04,,258.54951,0.00E+00,,258.5495126,0.00E+00,,542.98931,9.19E-03,,258.5495126,0.00E+00,,541.81515,0.00E+00,,542.98931,2.14E-02,,258.54951,0.00E+00
,351.85782,6.89E-03,,258.756201,6.21E-03,,351.85782,2.59E-03,,258.756201,0.00E+00,,259.11401,0.00E+00,,258.756201,0.00E+00,,351.7017,1.46E-04,,253.06,2.52E-03,,351.85782,6.31E-03,,253.06,-3.44E-03,,253.06,-9.91E-04,,351.7017,1.73E-04,,351.7017,9.72E-05,,258.7562,0.00E+00,,258.756201,0.00E+00,,543.14538,1.65E-02,,258.756201,0.00E+00,,541.97216,0.00E+00,,543.14538,2.09E-02,,258.7562,0.00E+00
,351.97128,7.73E-03,,258.9629071,-1.56E-02,,351.97128,5.16E-03,,258.9629071,0.00E+00,,259.32153,0.00E+00,,258.9629071,0.00E+00,,351.81212,1.44E-04,,253.26,4.39E-02,,351.97128,6.69E-03,,253.26,-1.43E-04,,253.26,-8.69E-03,,351.81212,1.72E-04,,351.81212,1.27E-04,,258.96291,0.00E+00,,258.9629071,0.00E+00,,543.30146,1.65E-02,,258.9629071,0.00E+00,,542.12918,0.00E+00,,543.30146,2.22E-02,,258.96291,0.00E+00
,352.08473,6.44E-03,,259.1696309,4.65E-03,,352.08473,0.00E+00,,259.1696309,0.00E+00,,259.52906,0.00E+00,,259.1696309,0.00E+00,,351.92254,1.58E-04,,253.47,1.26E-02,,352.08473,0.00E+00,,253.47,6.06E-03,,253.47,2.33E-03,,351.92254,1.68E-04,,351.92254,1.54E-04,,259.16963,0.00E+00,,259.1696309,0.00E+00,,543.45754,2.57E-02,,259.1696309,0.00E+00,,542.2862,3.71E-04,,543.45754,2.09E-02,,259.16963,0.00E+00
,352.19819,1.17E-02,,259.3763723,1.52E-02,,352.19819,0.00E+00,,259.3763723,0.00E+00,,259.73661,0.00E+00,,259.3763723,0.00E+00,,352.03298,1.82E-04,,253.68,-6.44E-03,,352.19819,3.09E-03,,253.68,-6.88E-03,,253.68,-8.86E-03,,352.03298,1.62E-04,,352.03298,1.77E-04,,259.37637,0.00E+00,,259.3763723,0.00E+00,,543.61364,1.27E-02,,259.3763723,0.00E+00,,542.44324,1.39E-04,,543.61364,2.16E-02,,259.37637,0.00E+00
,352.31164,1.47E-02,,259.5831313,2.03E-03,,352.31164,4.94E-03,,259.5831313,0.00E+00,,259.94417,0.00E+00,,259.5831313,0.00E+00,,352.14341,2.03E-04,,253.89,2.83E-02,,352.31164,8.83E-04,,253.89,5.40E-03,,253.89,-3.09E-03,,352.14341,1.77E-04,,352.14341,1.63E-04,,259.58313,0.00E+00,,259.5831313,0.00E+00,,543.76974,1.39E-02,,259.5831313,0.00E+00,,542.60027,0.00E+00,,543.76974,2.04E-02,,259.58313,0.00E+00
,352.42509,1.37E-02,,259.789908,-1.23E-02,,352.42509,3.29E-03,,259.789908,0.00E+00,,260.15175,0.00E+00,,259.789908,0.00E+00,,352.25386,1.99E-04,,254.09,-1.37E-02,,352.42509,2.85E-04,,254.09,-1.20E-02,,254.09,-1.15E-02,,352.25386,1.56E-04,,352.25386,1.46E-04,,259.78991,0.00E+00,,259.789908,0.00E+00,,543.92585,1.63E-02,,259.789908,0.00E+00,,542.75732,1.39E-04,,543.92585,2.16E-02,,259.78991,0.00E+00
,352.53853,3.09E-02,,259.9967023,-1.11E-02,,352.53853,1.22E-02,,259.9967023,0.00E+00,,260.35935,0.00E+00,,259.9967023,0.00E+00,,352.3643,1.95E-04,,254.3,3.16E-02,,352.53853,3.37E-03,,254.3,-3.18E-03,,254.3,-3.26E-03,,352.3643,1.41E-04,,352.3643,1.63E-04,,259.9967,0.00E+00,,259.9967023,0.00E+00,,544.08197,1.56E-02,,259.9967023,0.00E+00,,542.91437,0.00E+00,,544.08197,2.07E-02,,259.9967,0.00E+00
,352.65198,2.43E-02,,260.2035142,-1.43E-02,,352.65198,7.04E-03,,260.2035142,0.00E+00,,260.56696,0.00E+00,,260.2035142,0.00E+00,,352.47476,1.97E-04,,254.51,-3.22E-02,,352.65198,1.53E-03,,254.51,3.82E-03,,254.51,-1.17E-04,,352.47476,1.45E-04,,352.47476,1.40E-04,,260.20351,0.00E+00,,260.2035142,0.00E+00,,544.2381,1.51E-02,,260.2035142,0.00E+00,,543.07143,0.00E+00,,544.2381,2.14E-02,,260.20351,0.00E+00
,352.76542,2.51E-02,,260.4103438,1.71E-02,,352.76542,0.00E+00,,260.4103438,0.00E+00,,260.77459,0.00E+00,,260.4103438,0.00E+00,,352.58522,1.96E-04,,254.72,1.09E-02,,352.76542,5.54E-03,,254.72,3.95E-03,,254.72,8.98E-03,,352.58522,1.52E-04,,352.58522,1.37E-04,,260.41034,0.00E+00,,260.4103438,0.00E+00,,544.39423,2.42E-02,,260.4103438,0.00E+00,,543.2285,3.71E-04,,544.39423,2.04E-02,,260.41034,0.00E+00
,352.87886,3.88E-02,,260.617191,-1.95E-02,,352.87886,1.17E-03,,260.617191,0.00E+00,,260.98223,0.00E+00,,260.617191,0.00E+00,,352.69568,1.96E-04,,254.92,-1.09E-02,,352.87886,7.30E-03,,254.92,-8.20E-03,,254.92,-5.54E-03,,352.69568,1.87E-04,,352.69568,1.12E-04,,260.61719,0.00E+00,,260.617191,0.00E+00,,544.55038,1.49E-02,,260.617191,0.00E+00,,543.38558,1.39E-04,,544.55038,2.13E-02,,260.61719,0.00E+00
,352.99229,4.28E-02,,260.8240558,2.98E-02,,352.99229,8.23E-03,,260.8240558,0.00E+00,,261.18989,0.00E+00,,260.8240558,0.00E+00,,352.80616,1.80E-04,,255.13,-9.80E-03,,352.99229,1.66E-03,,255.13,-3.05E-03,,255.13,5.48E-03,,352.80616,1.65E-04,,352.80616,1.67E-04,,260.82406,0.00E+00,,260.8240558,0.00E+00,,544.70653,1.74E-02,,260.8240558,0.00E+00,,543.54266,9.28E-05,,544.70653,2.05E-02,,260.82406,0.00E+00
,353.10573,4.68E-02,,261.0309383,-2.58E-02,,353.10573,1.24E-02,,261.0309383,0.00E+00,,261.39757,0.00E+00,,261.0309383,0.00E+00,,352.91663,1.82E-04,,255.34,9.80E-03,,353.10573,1.40E-02,,255.34,-1.07E-03,,255.34,-9.21E-03,,352.91663,1.76E-04,,352.91663,2.14E-04,,261.03094,0.00E+00,,261.0309383,0.00E+00,,544.86269,1.68E-02,,261.0309383,0.00E+00,,543.69975,1.39E-04,,544.86269,2.15E-02,,261.03094,0.00E+00
,353.21916,5.22E-02,,261.2378383,5.35E-02,,353.21916,0.00E+00,,261.2378383,0.00E+00,,261.60526,0.00E+00,,261.2378383,0.00E+00,,353.02712,1.72E-04,,255.54,1.04E-02,,353.21916,2.44E-03,,255.54,-4.90E-03,,255.54,-3.44E-03,,353.02712,1.52E-04,,353.02712,1.94E-04,,261.23784,0.00E+00,,261.2378383,0.00E+00,,545.01886,1.70E-02,,261.2378383,0.00E+00,,543.85684,9.28E-05,,545.01886,2.01E-02,,261.23784,0.00E+00
,353.33259,4.24E-02,,261.4447559,-6.75E-04,,353.33259,1.64E-03,,261.4447559,0.00E+00,,261.81297,0.00E+00,,261.4447559,0.00E+00,,353.13761,1.64E-04,,255.75,-2.83E-02,,353.33259,9.16E-03,,255.75,3.42E-03,,255.75,1.00E-02,,353.13761,1.81E-04,,353.13761,1.56E-04,,261.44476,0.00E+00,,261.4447559,0.00E+00,,545.17504,1.81E-02,,261.4447559,0.00E+00,,544.01395,0.00E+00,,545.17504,2.13E-02,,261.44476,0.00E+00
,353.44601,5.58E-02,,261.6516912,4.92E-03,,353.44601,0.00E+00,,261.6516912,0.00E+00,,262.02069,0.00E+00,,261.6516912,0.00E+00,,353.2481,1.52E-04,,255.96,1.82E-02,,353.44601,6.31E-03,,255.96,6.49E-04,,255.96,1.28E-03,,353.2481,1.65E-04,,353.2481,1.44E-04,,261.65169,0.00E+00,,261.6516912,0.00E+00,,545.33122,1.87E-02,,261.6516912,0.00E+00,,544.17106,0.00E+00,,545.33122,1.98E-02,,261.65169,0.00E+00
,353.55944,6.32E-02,,261.858644,1.39E-02,,353.55944,7.74E-03,,261.858644,0.00E+00,,262.22844,0.00E+00,,261.858644,0.00E+00,,353.3586,1.50E-04,,256.17,1.15E-02,,353.55944,6.36E-03,,256.17,-6.88E-03,,256.17,-2.91E-03,,353.3586,1.79E-04,,353.3586,1.35E-04,,261.85864,0.00E+00,,261.858644,0.00E+00,,545.48742,1.01E-02,,261.858644,0.00E+00,,544.32817,1.39E-04,,545.48742,2.13E-02,,261.85864,0.00E+00
,353.67286,7.78E-02,,262.0656145,1.90E-02,,353.67286,0.00E+00,,262.0656145,0.00E+00,,262.43619,0.00E+00,,262.0656145,0.00E+00,,353.46911,1.67E-04,,256.37,1.09E-02,,353.67286,1.66E-03,,256.37,-1.73E-03,,256.37,8.45E-03,,353.46911,1.70E-04,,353.46911,1.97E-04,,262.06561,0.00E+00,,262.0656145,0.00E+00,,545.64362,2.39E-02,,262.0656145,0.00E+00,,544.4853,0.00E+00,,545.64362,2.00E-02,,262.06561,0.00E+00
,353.78628,9.25E-02,,262.2726025,1.04E-03,,353.78628,9.15E-03,,262.2726025,0.00E+00,,262.64397,0.00E+00,,262.2726025,0.00E+00,,353.57962,1.97E-04,,256.58,-2.21E-02,,353.78628,4.49E-03,,256.58,-2.26E-03,,256.58,5.83E-05,,353.57962,1.92E-04,,353.57962,1.99E-04,,262.2726,0.00E+00,,262.2726025,0.00E+00,,545.79983,1.46E-02,,262.2726025,0.00E+00,,544.64243,1.39E-04,,545.79983,2.14E-02,,262.2726,0.00E+00
,353.8997,8.42E-02,,262.4796081,-5.90E-03,,353.8997,4.47E-03,,262.4796081,0.00E+00,,262.85176,0.00E+00,,262.4796081,0.00E+00,,353.69014,2.24E-04,,256.79,-1.48E-02,,353.8997,1.31E-02,,256.79,1.05E-03,,256.79,5.48E-03,,353.69014,1.89E-04,,353.69014,2.15E-04,,262.47961,0.00E+00,,262.4796081,0.00E+00,,545.95605,8.19E-03,,262.4796081,0.00E+00,,544.79957,9.28E-05,,545.95605,1.99E-02,,262.47961,0.00E+00
,354.01311,1.26E-01,,262.6866313,-2.33E-02,,354.01311,1.29E-02,,262.6866313,0.00E+00,,263.05956,0.00E+00,,262.6866313,0.00E+00,,353.80066,2.01E-04,,257,-2.21E-02,,354.01311,6.53E-03,,257,1.44E-03,,257,5.48E-03,,353.80066,1.76E-04,,353.80066,1.86E-04,,262.68663,0.00E+00,,262.6866313,0.00E+00,,546.11228,1.05E-02,,262.6866313,0.00E+00,,544.95671,0.00E+00,,546.11228,2.06E-02,,262.68663,0.00E+00
,354.12652,1.49E-01,,262.8936721,2.14E-02,,354.12652,0.00E+00,,262.8936721,0.00E+00,,263.26739,0.00E+00,,262.8936721,0.00E+00,,353.91119,1.64E-04,,257.2,-2.10E-02,,354.12652,0.00E+00,,257.2,4.35E-03,,257.2,5.13E-03,,353.91119,1.59E-04,,353.91119,1.73E-04,,262.89367,0.00E+00,,262.8936721,0.00E+00,,546.26852,1.17E-02,,262.8936721,0.00E+00,,545.11386,9.28E-05,,546.26852,1.94E-02,,262.89367,0.00E+00
,354.23993,1.71E-01,,263.1007305,1.74E-02,,354.23993,0.00E+00,,263.1007305,0.00E+00,,263.47522,0.00E+00,,263.1007305,0.00E+00,,354.02173,1.51E-04,,257.41,-4.73E-02,,354.23993,0.00E+00,,257.41,-3.31E-03,,257.41,-6.59E-03,,354.02173,1.51E-04,,354.02173,1.46E-04,,263.10073,0.00E+00,,263.1007305,0.00E+00,,546.42476,1.40E-02,,263.1007305,0.00E+00,,545.27102,4.17E-04,,546.42476,2.06E-02,,263.10073,0.00E+00
,354.35334,1.75E-01,,263.3078064,5.53E-03,,354.35334,0.00E+00,,263.3078064,0.00E+00,,263.68308,0.00E+00,,263.3078064,0.00E+00,,354.13227,1.63E-04,,257.62,-9.24E-03,,354.35334,0.00E+00,,257.62,-4.76E-03,,257.62,7.23E-03,,354.13227,1.62E-04,,354.13227,1.16E-04,,263.30781,0.00E+00,,263.3078064,0.00E+00,,546.58102,1.78E-02,,263.3078064,0.00E+00,,545.42819,0.00E+00,,546.58102,2.02E-02,,263.30781,0.00E+00
,354.46675,1.96E-01,,263.5148999,6.80E-04,,354.46675,7.51E-03,,263.5148999,0.00E+00,,263.89095,0.00E+00,,263.5148999,0.00E+00,,354.24282,1.84E-04,,257.83,-3.33E-02,,354.46675,1.38E-03,,257.83,-7.14E-03,,257.83,-3.09E-03,,354.24282,1.76E-04,,354.24282,4.23E-05,,263.5149,0.00E+00,,263.5148999,0.00E+00,,546.73728,1.70E-02,,263.5148999,0.00E+00,,545.58536,4.17E-04,,546.73728,2.16E-02,,263.5149,0.00E+00
,354.58015,2.28E-01,,263.7220109,5.95E-02,,354.58015,7.06E-04,,263.7220109,0.00E+00,,264.09884,0.00E+00,,263.7220109,0.00E+00,,354.35337,1.73E-04,,258.04,-1.54E-02,,354.58015,2.91E-03,,258.04,-5.03E-03,,258.04,-4.66E-03,,354.35337,1.86E-04,,354.35337,6.34E-05,,263.72201,0.00E+00,,263.7220109,0.00E+00,,546.89355,1.92E-02,,263.7220109,0.00E+00,,545.74255,0.00E+00,,546.89355,2.06E-02,,263.72201,0.00E+00
,354.69355,2.92E-01,,263.9291396,1.55E-02,,354.69355,3.75E-03,,263.9291396,0.00E+00,,264.30674,0.00E+00,,263.9291396,0.00E+00,,354.46393,1.56E-04,,258.24,-4.79E-02,,354.69355,0.00E+00,,258.24,-9.25E-03,,258.24,1.63E-03,,354.46393,1.96E-04,,354.46393,1.01E-04,,263.92914,0.00E+00,,263.9291396,0.00E+00,,547.04983,1.16E-02,,263.9291396,0.00E+00,,545.89973,4.17E-04,,547.04983,2.13E-02,,263.92914,0.00E+00
,354.80695,3.06E-01,,264.1362857,3.55E-02,,354.80695,0.00E+00,,264.1362857,0.00E+00,,264.51466,0.00E+00,,264.1362857,0.00E+00,,354.57449,1.59E-04,,258.45,3.05E-02,,354.80695,9.60E-03,,258.45,-4.76E-03,,258.45,-3.09E-03,,354.57449,1.75E-04,,354.57449,1.61E-04,,264.13629,0.00E+00,,264.1362857,0.00E+00,,547.20611,2.12E-02,,264.1362857,0.00E+00,,546.05693,6.49E-04,,547.20611,1.99E-02,,264.13629,0.00E+00
,354.92034,3.71E-01,,264.3434494,-2.51E-02,,354.92034,5.87E-03,,264.3434494,0.00E+00,,264.72259,0.00E+00,,264.3434494,0.00E+00,,354.68506,1.73E-04,,258.66,-2.83E-02,,354.92034,9.33E-03,,258.66,-5.82E-03,,258.66,2.33E-03,,354.68506,1.85E-04,,354.68506,1.67E-04,,264.34345,0.00E+00,,264.3434494,0.00E+00,,547.36241,1.63E-02,,264.3434494,0.00E+00,,546.21413,4.17E-04,,547.36241,2.08E-02,,264.34345,0.00E+00
,355.03374,3.90E-01,,264.5506307,2.22E-02,,355.03374,0.00E+00,,264.5506307,0.00E+00,,264.93055,0.00E+00,,264.5506307,0.00E+00,,354.79564,1.85E-04,,258.87,-8.40E-04,,355.03374,2.75E-03,,258.87,-3.31E-03,,258.87,9.85E-03,,354.79564,1.63E-04,,354.79564,1.40E-04,,264.55063,0.00E+00,,264.5506307,0.00E+00,,547.51871,2.16E-02,,264.5506307,0.00E+00,,546.37134,0.00E+00,,547.51871,1.97E-02,,264.55063,0.00E+00
,355.14713,4.36E-01,,264.7578295,-4.38E-02,,355.14713,1.88E-02,,264.7578295,0.00E+00,,265.13851,0.00E+00,,264.7578295,0.00E+00,,354.90622,1.76E-04,,259.07,-4.20E-03,,355.14713,8.23E-03,,259.07,-2.65E-03,,259.07,-3.79E-03,,354.90622,1.93E-04,,354.90622,1.03E-04,,264.75783,0.00E+00,,264.7578295,0.00E+00,,547.67502,1.83E-02,,264.7578295,0.00E+00,,546.52856,0.00E+00,,547.67502,2.10E-02,,264.75783,0.00E+00
